#using seed 0.093906
#PROCESSORS: 32, RUNS: 100
#prb	R-l	ISR	ESR	runTime	processors    	work	taskThreshold	lGranularity	rGranularity	IDATAT	EDATAT	W0	W1
0.5	10	1092	0	313172	32	10000000	1000	2	20                              	33081916	0	43081916	0
0.5	10	1125	0	313194	32	10000000	1000	2	20                              	31571862	0	41571862	0
0.5	10	819	0	313003	32	10000000	1000	2	20                              	29581143	0	39581143	0
0.5	10	1081	0	313166	32	10000000	1000	2	20                              	29522526	0	39522526	0
0.5	10	1106	0	313180	32	10000000	1000	2	20                              	30848750	0	40848750	0
0.5	10	1094	0	313175	32	10000000	1000	2	20                              	32646344	0	42646344	0
0.5	10	1013	0	313123	32	10000000	1000	2	20                              	30750228	0	40750228	0
0.5	10	852	0	313023	32	10000000	1000	2	20                              	31260991	0	41260991	0
0.5	10	1062	0	313153	32	10000000	1000	2	20                              	29654341	0	39654341	0
0.5	10	1006	0	313119	32	10000000	1000	2	20                              	31829919	0	41829919	0
0.5	10	927	0	313069	32	10000000	1000	2	20                              	30466292	0	40466292	0
0.5	10	1013	0	313123	32	10000000	1000	2	20                              	30719757	0	40719757	0
0.5	10	1032	0	313134	32	10000000	1000	2	20                              	27839810	0	37839810	0
0.5	10	903	0	313054	32	10000000	1000	2	20                              	30057844	0	40057844	0
0.5	10	961	0	313090	32	10000000	1000	2	20                              	29948048	0	39948048	0
0.5	10	1031	0	313134	32	10000000	1000	2	20                              	29622406	0	39622406	0
0.5	10	1018	0	313125	32	10000000	1000	2	20                              	31744959	0	41744959	0
0.5	10	1173	0	313222	32	10000000	1000	2	20                              	29019865	0	39019865	0
0.5	10	824	0	313005	32	10000000	1000	2	20                              	29351761	0	39351761	0
0.5	10	969	0	313096	32	10000000	1000	2	20                              	31085562	0	41085562	0
0.5	10	841	0	313015	32	10000000	1000	2	20                              	28968332	0	38968332	0
0.5	10	915	0	313062	32	10000000	1000	2	20                              	29542250	0	39542250	0
0.5	10	876	0	313037	32	10000000	1000	2	20                              	30386612	0	40386612	0
0.5	10	968	0	313092	32	10000000	1000	2	20                              	30285133	0	40285133	0
0.5	10	760	0	312965	32	10000000	1000	2	20                              	29573682	0	39573682	0
0.5	10	889	0	313045	32	10000000	1000	2	20                              	29381753	0	39381753	0
0.5	10	962	0	313090	32	10000000	1000	2	20                              	29556583	0	39556583	0
0.5	10	845	0	313017	32	10000000	1000	2	20                              	30562860	0	40562860	0
0.5	10	992	0	313110	32	10000000	1000	2	20                              	31558336	0	41558336	0
0.5	10	878	0	313039	32	10000000	1000	2	20                              	30312596	0	40312596	0
0.5	10	1032	0	313135	32	10000000	1000	2	20                              	28707009	0	38707009	0
0.5	10	989	0	313106	32	10000000	1000	2	20                              	28322261	0	38322261	0
0.5	10	767	0	312970	32	10000000	1000	2	20                              	28351750	0	38351750	0
0.5	10	848	0	313020	32	10000000	1000	2	20                              	27748055	0	37748055	0
0.5	10	809	0	312996	32	10000000	1000	2	20                              	29716673	0	39716673	0
0.5	10	1067	0	313156	32	10000000	1000	2	20                              	31914289	0	41914289	0
0.5	10	713	0	312935	32	10000000	1000	2	20                              	28259447	0	38259447	0
0.5	10	855	0	313024	32	10000000	1000	2	20                              	29650951	0	39650951	0
0.5	10	1050	0	313147	32	10000000	1000	2	20                              	29587490	0	39587490	0
0.5	10	979	0	313102	32	10000000	1000	2	20                              	30604216	0	40604216	0
0.5	10	895	0	313048	32	10000000	1000	2	20                              	29581923	0	39581923	0
0.5	10	940	0	313077	32	10000000	1000	2	20                              	28815179	0	38815179	0
0.5	10	1283	0	313291	32	10000000	1000	2	20                              	31581575	0	41581575	0
0.5	10	883	0	313042	32	10000000	1000	2	20                              	31104414	0	41104414	0
0.5	10	961	0	313089	32	10000000	1000	2	20                              	29719550	0	39719550	0
0.5	10	1117	0	313189	32	10000000	1000	2	20                              	31759946	0	41759946	0
0.5	10	1017	0	313124	32	10000000	1000	2	20                              	30424010	0	40424010	0
0.5	10	993	0	313111	32	10000000	1000	2	20                              	30246440	0	40246440	0
0.5	10	968	0	313095	32	10000000	1000	2	20                              	31193761	0	41193761	0
0.5	10	960	0	313089	32	10000000	1000	2	20                              	29269103	0	39269103	0
0.5	10	1087	0	313168	32	10000000	1000	2	20                              	32655464	0	42655464	0
0.5	10	1029	0	313132	32	10000000	1000	2	20                              	31023583	0	41023583	0
0.5	10	919	0	313064	32	10000000	1000	2	20                              	29511236	0	39511236	0
0.5	10	1050	0	313146	32	10000000	1000	2	20                              	31246605	0	41246605	0
