#using seed 0.082234
#PROCESSORS: 128, RUNS: 100
#prb	R-l	ISR	ESR	runTime	processors    	work	taskThreshold	lGranularity	rGranularity	IDATAT	EDATAT	W0	W1
0.5	10	5561	0	782109	128	100000000	1000	2	20                              	420709279	0	520709279	0
0.5	10	5027	0	782025	128	100000000	1000	2	20                              	417838358	0	517838358	0
0.5	10	5002	0	782022	128	100000000	1000	2	20                              	408419125	0	508419125	0
0.5	10	5246	0	782060	128	100000000	1000	2	20                              	417048001	0	517048001	0
0.5	10	5306	0	782069	128	100000000	1000	2	20                              	413104579	0	513104579	0
0.5	10	5435	0	782089	128	100000000	1000	2	20                              	409002186	0	509002186	0
0.5	10	6124	0	782196	128	100000000	1000	2	20                              	418298434	0	518298434	0
0.5	10	7049	0	782341	128	100000000	1000	2	20                              	425570135	0	525570135	0
0.5	10	6530	0	782260	128	100000000	1000	2	20                              	413583425	0	513583425	0
0.5	10	5178	0	782048	128	100000000	1000	2	20                              	405370740	0	505370740	0
0.5	10	5325	0	782072	128	100000000	1000	2	20                              	423021826	0	523021826	0
0.5	10	5644	0	782122	128	100000000	1000	2	20                              	418267792	0	518267792	0
0.5	10	5864	0	782155	128	100000000	1000	2	20                              	419352656	0	519352656	0
0.5	10	5037	0	782027	128	100000000	1000	2	20                              	416653613	0	516653613	0
0.5	10	5642	0	782122	128	100000000	1000	2	20                              	427063477	0	527063477	0
0.5	10	5353	0	782076	128	100000000	1000	2	20                              	419069813	0	519069813	0
0.5	10	5374	0	782080	128	100000000	1000	2	20                              	410021958	0	510021958	0
0.5	10	6557	0	782264	128	100000000	1000	2	20                              	453813522	0	553813522	0
0.5	10	5070	0	782032	128	100000000	1000	2	20                              	423122889	0	523122889	0
0.5	10	5717	0	782133	128	100000000	1000	2	20                              	419107716	0	519107716	0
0.5	10	4501	0	781943	128	100000000	1000	2	20                              	413337273	0	513337273	0
0.5	10	5473	0	782095	128	100000000	1000	2	20                              	415506449	0	515506449	0
0.5	10	5958	0	782171	128	100000000	1000	2	20                              	422881201	0	522881201	0
0.5	10	5529	0	782103	128	100000000	1000	2	20                              	423235715	0	523235715	0
0.5	10	5443	0	782091	128	100000000	1000	2	20                              	422518321	0	522518321	0
0.5	10	5061	0	782031	128	100000000	1000	2	20                              	400520535	0	500520535	0
0.5	10	6066	0	782187	128	100000000	1000	2	20                              	435140926	0	535140926	0
0.5	10	5051	0	782029	128	100000000	1000	2	20                              	415377455	0	515377455	0
0.5	10	5272	0	782063	128	100000000	1000	2	20                              	415558357	0	515558357	0
0.5	10	5791	0	782144	128	100000000	1000	2	20                              	428021439	0	528021439	0
0.5	10	5270	0	782063	128	100000000	1000	2	20                              	431189013	0	531189013	0
0.5	10	5395	0	782083	128	100000000	1000	2	20                              	421057680	0	521057680	0
0.5	10	5044	0	782028	128	100000000	1000	2	20                              	408851978	0	508851978	0
0.5	10	5589	0	782113	128	100000000	1000	2	20                              	411684741	0	511684741	0
0.5	10	4541	0	781949	128	100000000	1000	2	20                              	403642086	0	503642086	0
0.5	10	5936	0	782168	128	100000000	1000	2	20                              	434823724	0	534823724	0
