#using seed 0.051422
# Work:10088973, depth:432675, work/p+depth:1063235.8125
#PROCESSORS: 16, RUNS: 100
#prb	R-l	ISR	ESR	runTime	processors    	work	taskThreshold	lGranularity	rGranularity	IDATAT	EDATAT	W0	W1
0.5	100	11852	0	778612	16	10088973	100	2	200                              	113246	0	10088973	0
0.5	100	12042	0	780993	16	10088973	100	2	200                              	112586	0	10088973	0
0.5	100	12083	0	781488	16	10088973	100	2	200                              	107436	0	10088973	0
0.5	100	12236	0	783407	16	10088973	100	2	200                              	109709	0	10088973	0
0.5	100	10490	0	761563	16	10088973	100	2	200                              	112730	0	10088973	0
0.5	100	10319	0	759456	16	10088973	100	2	200                              	113281	0	10088973	0
0.5	100	11127	0	769538	16	10088973	100	2	200                              	108047	0	10088973	0
0.5	100	13822	0	803199	16	10088973	100	2	200                              	109172	0	10088973	0
0.5	100	13182	0	795217	16	10088973	100	2	200                              	110890	0	10088973	0
0.5	100	12122	0	781979	16	10088973	100	2	200                              	105618	0	10088973	0
0.5	100	14978	0	817692	16	10088973	100	2	200                              	112440	0	10088973	0
0.5	100	11986	0	780289	16	10088973	100	2	200                              	106182	0	10088973	0
0.5	100	11483	0	773985	16	10088973	100	2	200                              	114526	0	10088973	0
0.5	100	12606	0	788022	16	10088973	100	2	200                              	108158	0	10088973	0
0.5	100	12719	0	789440	16	10088973	100	2	200                              	108089	0	10088973	0
0.5	100	16574	0	837615	16	10088973	100	2	200                              	106050	0	10088973	0
0.5	100	10569	0	762573	16	10088973	100	2	200                              	109848	0	10088973	0
0.5	100	12846	0	791037	16	10088973	100	2	200                              	106863	0	10088973	0
0.5	100	11920	0	779455	16	10088973	100	2	200                              	108617	0	10088973	0
0.5	100	14347	0	809797	16	10088973	100	2	200                              	115168	0	10088973	0
0.5	100	12091	0	781583	16	10088973	100	2	200                              	111122	0	10088973	0
0.5	100	12062	0	781209	16	10088973	100	2	200                              	106934	0	10088973	0
0.5	100	11746	0	777262	16	10088973	100	2	200                              	106186	0	10088973	0
0.5	100	12656	0	788680	16	10088973	100	2	200                              	108396	0	10088973	0
0.5	100	11766	0	777540	16	10088973	100	2	200                              	113207	0	10088973	0
0.5	100	11384	0	772759	16	10088973	100	2	200                              	107239	0	10088973	0
0.5	100	15283	0	821498	16	10088973	100	2	200                              	113189	0	10088973	0
0.5	100	10722	0	764467	16	10088973	100	2	200                              	106553	0	10088973	0
0.5	100	15990	0	830320	16	10088973	100	2	200                              	115279	0	10088973	0
0.5	100	15122	0	819481	16	10088973	100	2	200                              	115566	0	10088973	0
0.5	100	10953	0	767354	16	10088973	100	2	200                              	113972	0	10088973	0
0.5	100	10666	0	763791	16	10088973	100	2	200                              	109802	0	10088973	0
0.5	100	10768	0	765062	16	10088973	100	2	200                              	112355	0	10088973	0
0.5	100	10194	0	757863	16	10088973	100	2	200                              	116181	0	10088973	0
0.5	100	11403	0	773010	16	10088973	100	2	200                              	106858	0	10088973	0
0.5	100	11205	0	770523	16	10088973	100	2	200                              	112433	0	10088973	0
