#using seed 0.043721
# Work:10159328, depth:444825, work/p+depth:524194.75
#PROCESSORS: 128, RUNS: 100
#prb	R-l	ISR	ESR	runTime	processors    	work	taskThreshold	lGranularity	rGranularity	IDATAT	EDATAT	W0	W1
0.5	100	235668	0	447515	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236689	0	449100	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236232	0	448391	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236810	0	449300	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236404	0	448637	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236539	0	448851	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236397	0	448627	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	235929	0	447909	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236386	0	448601	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	235503	0	447241	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	237075	0	449700	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236311	0	448500	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236566	0	448902	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236474	0	448785	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236474	0	448767	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236432	0	448700	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236214	0	448352	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236014	0	448029	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236570	0	448912	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236172	0	448278	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	235799	0	447708	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	236177	0	448300	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	235828	0	447764	128	10159328	100	2	200                              	74433	0	10159328	0
0.5	100	235534	0	447292	128	10159328	100	2	200                              	74433	0	10159328	0
